Guide	Gene	c1	c2	c3	t1	t2	t3	t4
non-targeting_00846	non-targeting	10269	3212	2472	9608	5035	1389	1049
Uty_+_1245700.23-P1P2	Uty	16939	5163	3995	13974	8361	2228	1752
Cdc16_-_13757697.23-P1P2	Cdc16	18403	6224	4693	15731	9595	2683	1914
Psmg3_+_139826787.23-P1P2	Psmg3	17991	4886	3651	17740	9859	2042	1518
Hscb_+_110839721.23-P1P2	Hscb	11812	3003	2204	10680	6329	1287	898
Stub1_-_25832875.23-P1P2	Stub1	10623	3018	2195	8630	5738	1379	898
Hspa13_+_75766703.23-P1P2	Hspa13	6363	2108	1614	5969	3744	889	607
Dnajc18_+_35703042.23-P1P2	Dnajc18	8939	2857	2035	7817	4079	1305	867
Irs4_-_141725199.23-P1P2	Irs4	15001	4592	3418	14017	7862	1877	1331
Adrm1_+_180171681.23-P1P2	Adrm1	10657	2594	2030	10815	6483	1193	920
Afg3l2_-_67449060.23-P1P2	Afg3l2	13104	3456	2713	10805	6072	1385	997
non-targeting_01072	non-targeting	6274	2082	1702	5754	2816	934	780
non-targeting_01581	non-targeting	9792	3132	2502	9062	5350	1282	878
Pex5l_+_33082976.23-P1	Pex5l	9815	2447	1938	8559	5060	998	767
Hspb6_-_30553333.23-P1P2	Hspb6	20642	6822	5157	17679	11280	2874	1855
Edem2_-_155729181.23-P1P2	Edem2	16858	4886	3817	15742	8826	2141	1431
non-targeting_01103	non-targeting	8685	2668	2108	8436	4328	1132	877
Dnajc19_-_34081268.23-P1P2	Dnajc19	14270	4287	3520	12336	6639	1880	1306
Mkks_+_136890929.23-P1P2	Mkks	6418	1956	1442	6864	3747	970	799
Erp44_+_48279540.23-P1P2	Erp44	13593	3994	3134	12185	6763	1801	1238
Dcp1a_-_30479592.23-P1P2	Dcp1a	13278	3963	2961	12773	7415	1701	1117
Dnajb5_+_42950091.23-P1P2	Dnajb5	10795	3373	2640	10184	5183	1505	1083
Hscb_-_110839752.23-P1P2	Hscb	15012	4883	3765	13670	8634	2123	1421
Tor1b_-_30953037.23-P1P2	Tor1b	19978	6343	4917	16972	9283	2487	1963
non-targeting_00021	non-targeting	12711	3759	2818	11103	6783	1905	1207
Hspa1l_-_34972742.23-P1P2	Hspa1l	7521	2376	1811	7637	4077	1152	848
Klc3_+_19399712.23-P1	Klc3	5603	1733	1446	5636	3224	811	512
Ppil1_-_29263893.23-P1P2	Ppil1	10680	4040	3176	9565	5321	1561	1077
Fkbp14_+_54593149.23-P1P2	Fkbp14	6896	2399	1961	6533	3713	995	657
Ppil4_-_7792956.23-P1P2	Ppil4	16365	4606	3482	15020	7745	2046	1479
Cct8_+_87495702.23-P1P2	Cct8	26111	8149	6120	19951	11360	2917	2228
Asna1_+_85025076.23-P1P2	Asna1	11086	3495	2664	7934	4740	1258	930
Ttc30a1_+_75981767.23-P1P2	Ttc30a1	15050	5398	4067	14263	8571	2317	1521
Ifit1_+_34640965.23-P1P2	Ifit1	7554	1906	1459	6675	3895	894	665
non-targeting_01331	non-targeting	4463	1316	949	3857	2020	568	442
P4ha2_-_54113216.23-P2	P4ha2	12836	4115	3176	12186	5776	1822	1317
P4ha1_-_59323391.23-P1P2	P4ha1	7302	1808	1448	6143	3713	745	740
Edem3_+_151755365.23-P1P2	Edem3	6592	2130	1619	3823	2118	575	397
Psmd4_+_95042523.23-P1P2	Psmd4	15381	4958	3820	12073	7746	2254	1280
Serpinh1_-_99353066.23-P1P2	Serpinh1	3964	938	783	4070	2053	522	356
Ttc22_+_106622494.23-P1P2	Ttc22	14797	4024	3138	12973	7525	1657	1188
Sil1_+_35498520.23-P1P2	Sil1	8024	2254	1725	7900	4363	1100	644
Tomm70a_+_57121798.23-P1P2	Tomm70a	10841	3129	2490	8956	4875	1432	969
non-targeting_00549	non-targeting	10050	3160	2362	9377	6545	1225	942
Gak_-_108629698.23-P1P2	Gak	6054	1970	1494	5035	3713	822	624
Emc2_-_43477471.23-P1P2	Emc2	7712	2057	1559	6338	4026	818	707
Usp19_+_108491056.23-P1P2	Usp19	13873	4369	3369	12337	7449	1979	1421
Ttc3_-_94370824.23-P1P2	Ttc3	12440	3163	2319	10609	6299	1352	958
Tmx4_-_134644096.23-P1P2	Tmx4	4815	1299	878	4099	2261	550	367
Bag6_+_35135271.23-P1P2	Bag6	8189	2126	1618	8257	4588	1074	789
Fkbp9_+_56832141.23-P1P2	Fkbp9	14465	3880	2988	12515	7235	1799	1228
Pfdn1_+_36454267.23-P1P2	Pfdn1	8734	2646	2125	6167	3648	941	759
Ppih_+_119320307.23-P1P2	Ppih	12196	3548	2718	10689	7163	1666	1292
non-targeting_00552	non-targeting	4517	1392	1146	4112	2007	710	540
Sgtb_-_104109843.23-P1P2	Sgtb	15023	4187	2983	14393	8697	2070	1581
Lrp2bp_+_45999348.23-P2	Lrp2bp	7354	2215	1733	6749	3449	1027	666
Ttc9c_+_8819249.23-P1P2	Ttc9c	1185	393	334	1190	679	227	146
Nudc_+_133545875.23-P1P2	Nudc	12389	3515	2669	7251	4368	1055	803
non-targeting_01095	non-targeting	14753	5302	4284	13151	7127	2131	1556
Ifit2_-_34550731.23-P1P2	Ifit2	10602	3184	2433	9346	5304	1322	940
Cdc23_-_34651655.23-P1P2	Cdc23	7844	1839	1470	6801	4009	882	627
Ttc30a1_+_75981742.23-P1P2	Ttc30a1	7930	2483	1898	7087	4501	1245	822
Ttc24_-_88078319.23-P2	Ttc24	4652	1239	1010	4047	2651	517	427
Ctr9_-_111029057.23-P1P2	Ctr9	13093	4252	3179	11925	6730	1816	1304
Ttc4_-_106678880.23-P1P2	Ttc4	745	187	159	673	581	76	52
non-targeting_00833	non-targeting	9704	2776	2234	7829	4932	1275	956
Bag6_-_35135229.23-P1P2	Bag6	15006	4436	3477	12961	7248	2064	1542
non-targeting_00025	non-targeting	13560	4732	3544	12266	6832	2011	1354
Ttc1_+_43748005.23-P1P2	Ttc1	4076	1115	858	3141	2105	502	337
Pdia4_+_47813354.23-P1P2	Pdia4	10383	2420	1788	9309	5311	1088	810
non-targeting_00558	non-targeting	4811	1824	1287	5027	3180	722	569
P4hb_-_120572778.23-P1P2	P4hb	14356	4315	3377	12592	8187	1983	1361
Pdia6_-_17266603.23-P1P2	Pdia6	10923	3093	2357	9495	5119	1345	949
Agr2_-_35992921.23-P1P2	Agr2	8989	2930	2269	8216	4335	1425	967
Plod2_+_92542291.23-P1P2	Plod2	13082	4086	3214	11576	6479	1748	1184
Ift88_+_57424167.23-P1P2	Ift88	9527	3117	2352	8627	4629	1357	1020
Cdc37l1_+_28990552.23-P1P2	Cdc37l1	1143	301	261	1028	465	140	95
Hsf2_-_57486612.23-P1P2	Hsf2	13834	4389	3305	12175	6918	1914	1210
Tmtc2_-_105574202.23-P1P2	Tmtc2	11556	3480	2703	10116	5778	1563	1170
Ttc9_-_81631321.23-P1P2	Ttc9	13674	3759	2974	11171	6275	1626	1188
Edem2_+_155729402.23-P1P2	Edem2	9640	2969	2255	8364	5809	1602	966
Fkbp1b_+_4841528.23-P1P2	Fkbp1b	13328	4760	3538	12047	7131	2049	1544
Dnajb5_-_42949930.23-P1P2	Dnajb5	6024	1550	1184	5228	2670	668	500
Ttc21a_+_119937694.23-P1P2	Ttc21a	9044	2512	1926	8726	5075	1086	798
Ahsa2_+_23497874.23-P1P2	Ahsa2	9479	2392	1733	8755	4623	1141	767
Ttc9c_-_8818934.23-P1P2	Ttc9c	9169	2784	2222	8180	5339	1244	898
Ttc22_-_106622711.23-P1P2	Ttc22	8658	2853	2163	7758	4996	1314	972
Ttc21b_-_66256585.23-P1P2	Ttc21b	8941	2488	1972	7355	4259	1145	781
Sec63_-_42761602.23-P1P2	Sec63	15445	4095	3089	15007	7854	1976	1433
Klc3_+_19404084.23-P2	Klc3	12239	3919	3215	11736	6443	1841	1406
Rpap3_-_97705784.23-P1P2	Rpap3	3999	1321	997	2496	1499	352	248
Dnajb4_+_152193764.23-P1	Dnajb4	4442	1531	1136	4101	2748	661	548
non-targeting_01079	non-targeting	12457	3368	2552	12793	6677	1652	1108
Ttc19_+_62281680.23-P1P2	Ttc19	1256	356	304	1041	584	167	122
Pdilt_-_119523209.23-P1P2	Pdilt	7553	3519	2460	7364	3844	1330	902
non-targeting_01089	non-targeting	13690	3920	3160	12466	7413	1611	1353
Ttc13_+_124721958.23-P1P2	Ttc13	12880	3318	2547	11308	6184	1388	1037
Hscb_-_110839731.23-P1P2	Hscb	5935	1831	1378	5294	3271	824	564
Srp68_+_116274074.23-P1P2	Srp68	11453	3937	2985	10804	6430	1741	1306
Cct8_+_87495795.23-P1P2	Cct8	19197	5608	4259	15566	8258	2591	1608
Sugt1_+_79587755.23-P1P2	Sugt1	10954	3601	2717	10997	6325	1637	1102
Txndc16_+_45219341.23-P1P2	Txndc16	20765	6270	4721	19870	10621	2886	1961
Afg3l2_+_67449146.23-P1P2	Afg3l2	8423	2472	1896	6583	4057	1149	810
Hspe1_+_55088571.23-P1P2	Hspe1	13421	3275	2487	11132	6862	1542	1177
Ttc9b_+_27654033.23-P1P2	Ttc9b	17283	5471	4245	14898	8870	2379	1763
Dnajc11_-_151933773.23-P1P2	Dnajc11	13305	4076	3129	11620	5941	1814	1225
Cnot10_-_114640023.23-P1P2	Cnot10	11122	3924	3037	9839	6600	1721	1152
Hspa1a_+_34971558.23-P1P2	Hspa1a	5774	1557	1142	4992	2944	642	447
St13_-_81399658.23-P1P2	St13	18727	5547	4171	16849	9192	2678	1691
Ttc7_+_87282976.23-P1P2	Ttc7	13448	3949	2953	11053	7542	1913	1262
non-targeting_01615	non-targeting	8608	2889	2217	8007	3974	1242	737
non-targeting_00001	non-targeting	6676	1944	1500	5934	3447	960	609
Pdrg1_+_153015217.23-P1P2	Pdrg1	19860	4364	3292	11870	6373	1325	815
Zmynd12_+_119422912.23-P1P2	Zmynd12	14475	4377	3434	13069	6626	2109	1423
Pfdn5_+_102326405.23-P1P2	Pfdn5	9412	3032	2406	8443	5204	1341	801
non-targeting_00820	non-targeting	12794	4121	3293	11937	6367	1929	1306
Zfc3h1_-_115384985.23-P1P2	Zfc3h1	18762	5578	4211	17194	10345	2220	1692
Psmc1_-_100110367.23-P1P2	Psmc1	12980	3025	2259	7667	4315	818	660
Ahsa2_-_23497610.23-P1P2	Ahsa2	17851	5030	3936	16034	8042	2189	1755
Phb_-_95667051.23-P1P2	Phb	11424	3673	2837	11093	5512	1425	1105
Dnajc17_-_119208609.23-P1P2	Dnajc17	5872	1881	1470	4911	2982	807	583
Leprel1_+_26105809.23-P1P2	Leprel1	13482	3798	2874	12219	6564	1661	1215
Psmg2_+_67641666.23-P1P2	Psmg2	11867	3759	3050	10479	6625	1536	1003
Tmx1_-_70453181.23-P1P2	Tmx1	10603	2652	2033	8811	5083	1233	830
Hsp90ab1_-_45569354.23-P2	Hsp90ab1	7583	2348	1838	6079	3805	1070	793
Dnajc17_+_119208540.23-P1P2	Dnajc17	5566	1499	1244	5204	2705	770	412
Sil1_-_35498888.23-P1P2	Sil1	15513	4829	3629	13930	7895	2034	1448
Dnaja1_-_40722723.23-P1P2	Dnaja1	15129	4227	3116	13385	8022	1954	1297
Dnajc8_-_132535615.23-P1P2	Dnajc8	21208	7354	5704	18927	11157	2979	2129
Ttc23_-_67647480.23-P1P2	Ttc23	6602	2391	1989	6387	3783	979	784
Qsox1_-_155812781.23-P1P2	Qsox1	12003	3296	2593	10175	6073	1538	1000
Cdc23_+_34651676.23-P1P2	Cdc23	5563	1731	1315	5396	3395	633	431
Klc3_+_19399628.23-P1	Klc3	11856	3053	2342	10614	6460	1408	970
Mkks_+_136891142.23-P1P2	Mkks	6830	2241	1775	6447	3312	980	710
Fkbp8_-_70527981.23-P1P2	Fkbp8	13781	3592	2398	13525	8622	1650	1200
Xbp1_-_5520963.23-P1P2	Xbp1	21118	5720	4113	17042	10348	2757	1793
Qsox2_-_26237297.23-P1P2	Qsox2	11135	3169	2386	10289	5559	1369	1110
Mlf1_+_67374202.23-P1P2	Mlf1	8655	2481	1942	7254	4938	1035	749
non-targeting_01084	non-targeting	16804	5406	4247	14766	8284	2296	1741
Fkbp15_-_62360411.23-P1P2	Fkbp15	9232	3385	2490	7746	4364	1253	998
Pdilt_+_119523435.23-P1P2	Pdilt	4373	1505	1136	3528	2052	740	480
non-targeting_00567	non-targeting	7236	2038	1711	7130	3742	1016	687
Fkbpl_-_34645008.23-P1P2	Fkbpl	8475	2506	1821	8185	3768	1051	818
Tcp1_-_12916504.23-P1P2	Tcp1	12670	3470	2650	10486	5251	1353	967
non-targeting_00280	non-targeting	11846	3512	2603	10814	5975	1670	1106
non-targeting_00545	non-targeting	9698	3097	2324	8645	4809	1326	871
Emc2_+_43477247.23-P1P2	Emc2	18396	6052	4522	16595	9894	2478	1754
Ppp5c_+_17027764.23-P1P2	Ppp5c	9509	2739	2021	8612	4905	1299	901
non-targeting_00543	non-targeting	10397	2750	2035	9111	5429	1278	950
Fkbp1b_-_4841556.23-P1P2	Fkbp1b	16361	4548	3647	14850	8125	2175	1595
Ptges3_+_128059273.23-P1P2	Ptges3	6094	1736	1276	5192	3224	725	550
Plod3_-_136987660.23-P1P2	Plod3	16311	5013	3887	14870	8319	2348	1767
Lrrc6_-_66500829.23-P1P2	Lrrc6	11811	3439	2625	11316	7120	1693	1208
Dnajb4_+_152193546.23-P1	Dnajb4	4054	1436	1121	3818	2230	681	410
Mlf2_-_124931456.23-P1P2	Mlf2	14521	4503	3285	12066	6532	1896	1382
Aarsd1_+_101417334.23-P1	Aarsd1	17926	5159	3883	13799	8978	2207	1704
Ttc32_+_9030040.23-P1P2	Ttc32	11051	3098	2419	10353	5482	1506	1058
Ttc5_+_50785526.23-P1P2	Ttc5	15200	4867	3884	12561	7228	2211	1448
Dnajc1_-_18392559.23-P1P2	Dnajc1	19606	6073	4596	17219	10186	2536	1843
Dnaja1_-_40723136.23-P1P2	Dnaja1	16237	5021	3754	14032	7785	2172	1591
non-targeting_01582	non-targeting	9555	2735	2139	8820	5304	1345	815
Hsf4_+_105269871.23-P1P2	Hsf4	11553	2446	1805	10191	5449	875	659
Gak_-_108629663.23-P1P2	Gak	6249	1878	1422	5371	3724	965	618
Stub1_+_25832891.23-P1P2	Stub1	15490	4488	3255	12955	8062	2166	1313
Klc1_-_111758894.23-P1P2	Klc1	8896	2322	1838	7364	4422	1105	740
Ern1_-_106487785.23-P1P2	Ern1	12225	3393	2516	10008	6304	1445	1118
Fkbp2_+_6980335.23-P1P2	Fkbp2	11742	3335	2450	10400	5897	1455	1069
Ttc7_+_87283197.23-P1P2	Ttc7	13394	3752	2894	12553	7522	1688	1230
Dnajc4_+_6992592.23-P1P2	Dnajc4	6321	1826	1460	5650	3287	763	633
Aarsd1_+_101424614.23-P2	Aarsd1	14751	4379	3430	13157	7468	1858	1345
Stip1_+_7039902.23-P1P2	Stip1	8246	2743	2096	7277	4219	1072	874
Tmx3_+_90510204.23-P1P2	Tmx3	11916	3429	2402	10319	6585	1614	1207
Fkbp6_+_135349962.23-P1P2	Fkbp6	8471	2854	2306	7164	5117	1293	879
Ttc6_-_57564168.23-P1P2	Ttc6	13522	3596	2813	11388	5974	1743	1327
Cnot10_+_114640058.23-P1P2	Cnot10	6221	1449	1071	5950	3189	708	545
non-targeting_00269	non-targeting	15839	5403	4021	14044	7452	2330	1556
non-targeting_00823	non-targeting	12499	3751	2835	11194	6042	1683	1283
Ttc16_-_32775374.23-P1P2	Ttc16	13221	3619	2925	13015	6952	1722	1144
Unc45a_+_80340182.23-P1P2	Unc45a	8385	2747	2074	7481	4969	1067	796
Dnajb4_-_152210230.23-P2	Dnajb4	2545	742	524	2309	1110	274	235
Ttc24_+_88072041.23-P1	Ttc24	12583	3953	3108	11572	6646	1588	1143
non-targeting_00859	non-targeting	13022	4037	2940	10804	6887	1726	1174
Ppib_+_66060238.23-P1P2	Ppib	11770	3450	2735	10946	6277	1621	1153
Fkbp2_+_6980385.23-P1P2	Fkbp2	16560	4447	3267	14470	8725	1902	1431
Hspa14_-_3512696.23-P1P2	Hspa14	12060	3607	2750	11539	6552	1559	1120
non-targeting_01616	non-targeting	10638	2824	2097	9319	5417	1385	1029
Ttc16_+_32775278.23-P1P2	Ttc16	15838	4705	3661	14776	7859	2422	1584
Pfdn2_-_171345748.23-P1P2	Pfdn2	16503	4931	3784	9569	5450	1185	1014
Cct4_-_22990663.23-P1P2	Cct4	8191	2722	1957	7735	4561	1071	849
Tomm34_-_164071048.23-P1P2	Tomm34	9979	2757	2235	10331	6933	1434	1089
Grpel1_+_36465228.23-P1P2	Grpel1	12475	3442	2459	10495	5736	1424	1144
Ttc30a2_-_75977845.23-P1P2	Ttc30a2	14514	4449	3463	13770	8054	1983	1260
Cct3_+_88297177.23-P1P2	Cct3	14927	4478	3518	8394	5154	1286	902
Txnrd3_-_89644074.23-P1P2	Txnrd3	15688	4169	3315	14649	7368	1994	1469
Sh3tc1_+_35728996.23-P1P2	Sh3tc1	8502	2187	1725	7272	4615	942	677
non-targeting_00577	non-targeting	13822	4426	3307	12060	5950	1963	1258
Hspb3_-_113663468.23-P1P2	Hspb3	6987	2101	1655	6229	3284	893	658
P4ha2_+_54101244.23-P1	P4ha2	8591	2744	2170	7831	4357	1223	884
Nudcd2_+_40733914.23-P1P2	Nudcd2	7318	1806	1323	6399	4122	728	647
Ifit3_+_34583555.23-P1P2	Ifit3	17066	5646	4357	17785	9349	2692	1906
Dnajc25_-_59003363.23-P1P2	Dnajc25	16920	5736	4448	14791	8608	2441	1817
non-targeting_01100	non-targeting	13324	3730	2647	14175	6685	1906	1315
non-targeting_00268	non-targeting	5079	1410	1153	3938	2973	649	422
Cdc37_-_21149880.23-P1P2	Cdc37	16913	5470	4156	14670	9243	2458	1782
Nudcd2_+_40733933.23-P1P2	Nudcd2	404	121	93	314	206	64	27
Ttc30a2_+_75978192.23-P1P2	Ttc30a2	12562	4115	3133	11206	6347	1966	1381
Odf1_+_38219376.23-P1P2	Odf1	6105	1971	1581	5606	3169	830	653
Clu_+_65969847.23-P2	Clu	678	186	156	413	332	80	50
Hsf4_-_105269832.23-P1P2	Hsf4	5525	1523	1292	5144	2938	591	451
Erlec1_+_30954356.23-P1P2	Erlec1	3711	1046	823	3858	1713	455	369
Dnajb13_+_100514693.23-P1P2	Dnajb13	6901	2496	1754	6616	3583	1098	784
Dnajb8_-_88222290.23-P1P2	Dnajb8	13538	3916	3051	12924	7619	1841	1265
Dnajc25_+_59003196.23-P1P2	Dnajc25	8641	2299	1651	7296	3808	1105	706
non-targeting_00019	non-targeting	10687	3389	2814	10166	5110	1425	1149
Tor4a_-_25196736.23-P1P2	Tor4a	7140	2222	1771	7271	3923	963	694
Ttc24_+_88078250.23-P2	Ttc24	17737	5729	4445	16357	9737	2339	1774
non-targeting_01365	non-targeting	10704	2837	2162	9509	4707	1271	877
Pfdn1_+_36454382.23-P1P2	Pfdn1	8158	2346	1898	6415	3595	911	583
Atf4_+_80255491.23-P1P2	Atf4	13126	4373	3314	11490	6804	1817	1102
Uty_+_1245503.23-P1P2	Uty	9276	2303	1756	8668	5083	971	686
Hsp90b1_+_86705417.23-P1P2	Hsp90b1	15325	4902	3800	14745	8497	2006	1569
non-targeting_01326	non-targeting	8759	2112	1671	8121	4326	909	692
Ero1lb_+_12565942.23-P1P2	Ero1lb	15271	4505	3355	14251	7644	2254	1639
Fkbp5_-_28517479.23-P2	Fkbp5	1488	486	401	1594	767	229	164
Ttc9_-_81631280.23-P1P2	Ttc9	18697	5179	3968	18415	10255	2438	1731
Bag6_+_35135256.23-P1P2	Bag6	5180	1773	1197	4406	2076	795	595
Xbp1_+_5521087.23-P1P2	Xbp1	18173	5271	4051	16502	8884	2364	1699
Mkks_+_136891045.23-P1P2	Mkks	21558	7095	5426	18313	9895	2875	2065
Cabin1_+_75764171.23-P1P2	Cabin1	9649	2517	1985	8475	5274	895	736
Dnajb7_+_81408280.23-P1P2	Dnajb7	1316	434	289	1388	356	196	156
Cbl_-_44233916.23-P1P2	Cbl	14102	4356	3163	13787	7822	2167	1610
non-targeting_01613	non-targeting	4658	1169	925	4390	2089	605	405
Hspbp1_-_4684936.23-P1P2	Hspbp1	3521	852	690	3163	2154	404	259
Ppid_+_79591622.23-P1P2	Ppid	11716	3098	2230	9451	5207	1354	930
Dnajc13_+_104262871.23-P1P2	Dnajc13	15892	5005	3904	13970	8461	2252	1682
Dnajc27_-_4082695.23-P1P2	Dnajc27	17701	5382	4037	14913	8781	2202	1628
Ppil1_+_29263860.23-P1P2	Ppil1	15865	4595	3518	12387	6469	1930	1215
Tmtc1_+_148444324.23-P1P2	Tmtc1	11413	2543	1961	9656	5686	1027	661
Aipl1_-_72037470.23-P1P2	Aipl1	14785	5084	3943	13332	6949	2231	1679
Canx_-_50325614.23-P1P2	Canx	3198	1054	716	2716	1663	380	299
Pfdn5_+_102326349.23-P1P2	Pfdn5	11039	2748	2098	9189	5330	1143	858
Ttc17_-_94404993.23-P2	Ttc17	8640	2448	2050	8306	4515	1057	749
Hspa8_-_40801473.23-P1	Hspa8	16114	5078	3985	8747	5987	1479	1046
Ppib_+_66060258.23-P1P2	Ppib	13399	3543	2792	11723	6257	1706	1147
Clpb_+_101663820.23-P1P2	Clpb	7093	2336	1782	6281	3957	984	667
Fkbp14_-_54593163.23-P1P2	Fkbp14	10033	3271	2454	8675	4528	1446	913
Sacs_+_61173119.23-P1P2	Sacs	8221	2215	1795	7429	3995	1098	669
Bbs4_+_59353378.23-P1P2	Bbs4	11016	2829	2242	10330	6662	1125	808
Spag1_+_36179353.23-ENSMUST00000047348.3,ENSMUST00000171205.1	Spag1	13355	4125	3149	13907	8387	1868	1420
Cabin1_+_75764305.23-P1P2	Cabin1	11587	3746	2885	10584	6542	1533	1206
Hspa1a_-_34972130.23-P1P2	Hspa1a	4279	1523	1143	4082	2131	603	494
Dnajc9_+_20388871.23-P1P2	Dnajc9	10170	3061	2422	8858	6091	1470	1011
Vbp1_-_75514357.23-P1P2	Vbp1	17135	5707	4416	13478	8034	2062	1567
Noxa1_+_25095129.23-P1P2	Noxa1	19359	5988	4526	17798	10341	2821	1942
Irs4_-_141725418.23-P1P2	Irs4	4678	1207	894	4128	2534	592	349
Dnajc9_+_20388808.23-P1P2	Dnajc9	6640	1874	1517	5830	3303	819	531
non-targeting_01332	non-targeting	7030	2356	1788	5813	2805	936	655
Dnajc14_-_128805635.23-P1P2	Dnajc14	7808	2378	1888	7673	4104	1292	898
Ifit3_+_34583594.23-P1P2	Ifit3	8699	2875	2163	8025	4317	1029	780
Stub1_+_25832845.23-P1P2	Stub1	10738	3019	2315	9028	4908	1359	998
Ttc8_-_98920634.23-P1P2	Ttc8	15537	4230	3351	15385	8671	2074	1573
Fkbp5_-_28517455.23-P2	Fkbp5	8450	2834	2243	7610	4300	1226	894
Dyx1c1_+_72958861.23-P1P2	Dyx1c1	9115	2929	2276	8576	4481	1378	1045
Adrm1_+_180171649.23-P1P2	Adrm1	9494	2260	1791	8142	4425	1044	751
Zc3h7b_-_81745097.23-P1P2	Zc3h7b	13838	3601	2808	12022	6530	1392	1083
Tor1a_-_30967859.23-P1P2	Tor1a	992	259	202	1229	618	91	78
Hspa4_+_53300170.23-P1P2	Hspa4	4235	1069	880	3857	2829	437	367
Ttc24_+_88071996.23-P1	Ttc24	6139	1845	1515	5007	3665	829	596
Sh3tc1_+_35729021.23-P1P2	Sh3tc1	6307	1876	1500	5664	3284	896	623
Tmx3_+_90510479.23-P1P2	Tmx3	9184	2906	2196	8845	4685	1360	905
Chordc1_+_18292498.23-P1P2	Chordc1	12988	4079	3047	11002	4643	1124	920
non-targeting_00005	non-targeting	4860	1475	1093	3884	2276	540	401
non-targeting_01580	non-targeting	94	32	29	129	117	14	15
P4ha1_-_59323412.23-P1P2	P4ha1	23259	6694	5020	19899	11193	3213	2152
Tmtc2_+_105574355.23-P1P2	Tmtc2	13159	4301	3404	10520	5688	1646	1236
Cdc27_+_104550517.23-P1P2	Cdc27	12041	2836	2195	10392	6453	994	759
Ttc6_+_57564153.23-P1P2	Ttc6	6978	1818	1437	6420	3852	824	657
Hspb3_-_113663559.23-P1P2	Hspb3	6346	2238	1716	4773	2739	965	655
Cct6a_-_129787447.23-P1P2	Cct6a	15913	4902	3573	13385	6653	1894	1427
Clpb_-_101664011.23-P1P2	Clpb	3510	1157	857	3328	2014	502	412
Wdtc1_-_133338915.23-P1P2	Wdtc1	12423	3660	2884	11803	7008	1786	1284
non-targeting_00252	non-targeting	14702	4051	3148	14202	7401	1862	1459
Noxa1_-_25095128.23-P1P2	Noxa1	7600	2252	1749	7223	3995	917	716
Dnajc13_+_104262895.23-P1P2	Dnajc13	11963	3473	2746	10606	6069	1581	1076
Dnajc11_-_151933776.23-P1P2	Dnajc11	14076	4253	3361	11966	6748	1927	1339
Fkbp15_-_62360393.23-P1P2	Fkbp15	15080	3394	2707	12922	7125	1513	1103
Cryab_+_50753296.23-P1P2	Cryab	11609	3517	2722	11244	6564	1678	1126
Pdia6_-_17266622.23-P1P2	Pdia6	19615	4599	3572	16268	9170	2049	1362
non-targeting_00279	non-targeting	5180	1687	1422	4726	2586	763	440
Pex5l_-_33083040.23-P1	Pex5l	12156	4001	3234	11669	7223	1674	1169
Ppil6_+_41490495.23-P1P2	Ppil6	14020	4117	3186	12214	7225	2027	1326
Dnajc8_-_132535591.23-P1P2	Dnajc8	7137	2380	1939	5275	3772	930	753
non-targeting_01570	non-targeting	10027	3173	2493	8500	4283	1409	1028
Fkbp11_-_98728118.23-P1P2	Fkbp11	10974	3967	2997	10228	5918	1692	1160
Tor3a_+_156674325.23-P1P2	Tor3a	11367	3357	2663	10850	6294	1544	1124
non-targeting_00013	non-targeting	12733	3850	3159	11167	6166	1762	1112
Ttc22_+_106622472.23-P1P2	Ttc22	5374	1274	989	5429	3678	647	456
Dnajc22_+_99099665.23-P1P2	Dnajc22	6543	2324	1795	5748	3207	1107	652
Ttc9b_-_27654322.23-P1P2	Ttc9b	8370	2183	1730	7514	4405	942	687
Bag4_+_25785164.23-P1P2	Bag4	18135	5017	3855	15759	8765	2292	1677
Dcp1b_+_119175319.23-P1P2	Dcp1b	14020	5122	3881	11730	7196	2050	1401
Atf4_+_80255517.23-P1P2	Atf4	3330	1037	779	2711	1882	440	219
Ppil1_-_29263912.23-P1P2	Ppil1	12406	3305	2539	11621	7378	1759	1050
Srp72_+_76974755.23-P1P2	Srp72	4372	1343	1070	3875	1502	583	409
Fkbp10_+_100415806.23-P1P2	Fkbp10	14183	4228	3067	12476	7546	1897	1323
Stip1_+_7039934.23-P1P2	Stip1	23752	6723	5197	20165	11404	2993	2014
Dnajc12_+_63386819.23-P1P2	Dnajc12	13172	2810	2157	12833	7409	1013	749
non-targeting_01593	non-targeting	558	193	138	559	334	116	48
Pdia5_-_35490836.23-P1P2	Pdia5	811	178	140	664	412	114	109
Nudcd1_-_44427442.23-P1P2	Nudcd1	14601	4009	3195	14472	8377	2081	1329
Ttc21b_-_66256554.23-P1P2	Ttc21b	8116	2424	1919	6855	3984	1138	768
Cdc37l1_+_28990634.23-P1P2	Cdc37l1	13162	4268	3418	12298	7285	1917	1387
Noxa1_+_25094896.23-P1P2	Noxa1	7705	3012	2310	7537	4370	1177	832
Tusc3_-_39005973.23-P1P2	Tusc3	6138	1504	1116	4602	2192	617	445
Cdc37_-_21149916.23-P1P2	Cdc37	5354	1746	1345	4327	2508	736	552
Pdrg1_+_153015359.23-P1P2	Pdrg1	16533	4705	3570	14397	8217	2037	1456
Anapc7_+_122422539.23-P1P2	Anapc7	8493	2438	1821	8023	4706	1078	820
non-targeting_01341	non-targeting	7366	2255	1748	6677	4107	952	769
