cohort	replicate	subset	num_overlapping	frac_overlapping
size_9_11	11	9	59	1.0
size_9_12	12	9	56	0.9491525423728814
size_9_13	13	9	58	0.9830508474576272
size_9_14	14	9	59	1.0
size_9_15	15	9	57	0.9661016949152542
size_9_16	16	9	59	1.0
size_9_17	17	9	55	0.9322033898305084
size_9_18	18	9	59	1.0
size_9_19	19	9	57	0.9661016949152542
size_9_20	20	9	58	0.9830508474576272
size_9_21	21	9	58	0.9830508474576272
size_9_22	22	9	59	1.0
size_9_23	23	9	57	0.9661016949152542
size_9_24	24	9	57	0.9661016949152542
size_9_25	25	9	59	1.0
size_9_26	26	9	55	0.9322033898305084
size_9_27	27	9	58	0.9830508474576272
size_9_28	28	9	53	0.8983050847457628
size_9_29	29	9	58	0.9830508474576272
size_9_30	30	9	56	0.9491525423728814
size_9_31	31	9	59	1.0
size_9_32	32	9	56	0.9491525423728814
size_9_33	33	9	58	0.9830508474576272
size_9_34	34	9	58	0.9830508474576272
size_9_35	35	9	58	0.9830508474576272
size_9_36	36	9	55	0.9322033898305084
size_9_37	37	9	54	0.9152542372881356
size_9_38	38	9	56	0.9491525423728814
size_9_39	39	9	57	0.9661016949152542
size_9_40	40	9	54	0.9152542372881356
size_9_41	41	9	57	0.9661016949152542
size_9_42	42	9	56	0.9491525423728814
size_9_43	43	9	57	0.9661016949152542
size_9_44	44	9	57	0.9661016949152542
size_9_45	45	9	59	1.0
size_9_46	46	9	57	0.9661016949152542
size_9_47	47	9	56	0.9491525423728814
size_9_48	48	9	57	0.9661016949152542
size_9_49	49	9	57	0.9661016949152542
size_10_0	0	10	59	1.0
size_10_1	1	10	59	1.0
size_10_2	2	10	59	1.0
size_10_3	3	10	59	1.0
size_10_4	4	10	59	1.0
size_10_5	5	10	56	0.9491525423728814
size_10_6	6	10	59	1.0
size_10_7	7	10	58	0.9830508474576272
size_10_8	8	10	57	0.9661016949152542
size_10_9	9	10	57	0.9661016949152542
size_10_10	10	10	57	0.9661016949152542
size_10_11	11	10	56	0.9491525423728814
size_10_12	12	10	58	0.9830508474576272
size_10_13	13	10	57	0.9661016949152542
size_10_14	14	10	58	0.9830508474576272
size_10_15	15	10	57	0.9661016949152542
size_10_16	16	10	55	0.9322033898305084
size_10_17	17	10	57	0.9661016949152542
size_10_18	18	10	59	1.0
size_10_19	19	10	59	1.0
size_10_20	20	10	58	0.9830508474576272
size_10_21	21	10	57	0.9661016949152542
size_10_22	22	10	59	1.0
size_10_23	23	10	55	0.9322033898305084
size_10_24	24	10	56	0.9491525423728814
size_10_25	25	10	59	1.0
size_10_26	26	10	59	1.0
size_10_27	27	10	59	1.0
size_10_28	28	10	58	0.9830508474576272
size_10_29	29	10	54	0.9152542372881356
size_10_30	30	10	59	1.0
size_10_31	31	10	59	1.0
size_10_32	32	10	59	1.0
size_10_33	33	10	59	1.0
size_10_34	34	10	58	0.9830508474576272
size_10_35	35	10	57	0.9661016949152542
size_10_36	36	10	59	1.0
size_10_37	37	10	58	0.9830508474576272
size_10_38	38	10	59	1.0
size_10_39	39	10	59	1.0
size_10_40	40	10	58	0.9830508474576272
size_10_41	41	10	57	0.9661016949152542
size_10_42	42	10	59	1.0
size_10_43	43	10	57	0.9661016949152542
size_10_44	44	10	57	0.9661016949152542
size_10_45	45	10	55	0.9322033898305084
size_10_46	46	10	57	0.9661016949152542
size_10_47	47	10	55	0.9322033898305084
size_10_48	48	10	57	0.9661016949152542
size_10_49	49	10	59	1.0
size_11_0	0	11	58	0.9830508474576272
size_11_1	1	11	58	0.9830508474576272
size_11_2	2	11	59	1.0
size_11_3	3	11	58	0.9830508474576272
size_11_4	4	11	59	1.0
size_11_5	5	11	57	0.9661016949152542
size_11_6	6	11	58	0.9830508474576272
size_11_7	7	11	57	0.9661016949152542
size_11_8	8	11	59	1.0
size_11_9	9	11	57	0.9661016949152542
size_11_10	10	11	57	0.9661016949152542
size_11_11	11	11	58	0.9830508474576272
size_11_12	12	11	59	1.0
size_11_13	13	11	59	1.0
size_11_14	14	11	59	1.0
size_11_15	15	11	57	0.9661016949152542
size_11_16	16	11	58	0.9830508474576272
size_11_17	17	11	57	0.9661016949152542
size_11_18	18	11	57	0.9661016949152542
size_11_19	19	11	57	0.9661016949152542
size_11_20	20	11	59	1.0
size_11_21	21	11	57	0.9661016949152542
size_11_22	22	11	59	1.0
size_11_23	23	11	57	0.9661016949152542
size_11_24	24	11	57	0.9661016949152542
size_11_25	25	11	57	0.9661016949152542
size_11_26	26	11	57	0.9661016949152542
size_11_27	27	11	59	1.0
size_11_28	28	11	59	1.0
size_11_29	29	11	57	0.9661016949152542
size_11_30	30	11	59	1.0
size_11_31	31	11	57	0.9661016949152542
size_11_32	32	11	59	1.0
size_11_33	33	11	59	1.0
size_11_34	34	11	59	1.0
size_11_35	35	11	59	1.0
size_11_36	36	11	59	1.0
size_11_37	37	11	57	0.9661016949152542
size_11_38	38	11	57	0.9661016949152542
size_11_39	39	11	59	1.0
size_11_40	40	11	58	0.9830508474576272
size_11_41	41	11	57	0.9661016949152542
size_11_42	42	11	58	0.9830508474576272
size_11_43	43	11	59	1.0
size_11_44	44	11	59	1.0
size_11_45	45	11	57	0.9661016949152542
size_11_46	46	11	59	1.0
size_11_47	47	11	57	0.9661016949152542
size_11_48	48	11	58	0.9830508474576272
size_11_49	49	11	57	0.9661016949152542
